Article,Date,Heading,NewsType
"CANBERRA: Australia coach Darren Lehmann has urged cricket's governing body to help reduce the workload on players competing in all three forms of the game as he fears the current packed schedule is unsustainable.</strongAs the Indian Premier League (IPL) appears set to capitalise on recent International Cricket Council (ICC) changes to the schedule through a ""mini IPL"" in September, Lehmann fears such a tournament would further restrict time off for his players.In 2015, Australian cricketers who played all three formats spent on average 280 days overseas. Under Cricket Australia (CA) contracts, players are given a six-week break from commitments, which many use to sign lucrative IPL contracts.Lehmann said that while the financial incentive to play in India was tempting, it often wore players out and the ICC should use a common sense approach to future scheduling so that the toll on bodies was not too high.""If it keeps going like this, with players playing IPL as well, they are inevitably going to break down,"" Lehmann told Australian media on Friday.""Hopefully changes will happen at the ICC and then you will see a refined schedule which will be better.""Lehmann said while players often consider setting themselves up for life by playing in the IPL, it was a ""tough conundrum"" for national selectors, as they are reluctant to advise players not to take on out-of-contract commitments.""If you look across a two-year cycle, all of our players have had to come home at some point,"" he said, while referring to injuries Steve Smith (wrist) and Mitchell Marsh (hamstring) picked up in the most recent IPL season.Lehmann believes that while players may be primed to perform under match day stresses, it was the constant travel, variable conditions and lack of adequate rest which was putting them most at risk.""It's not so much the cricket; it's the travel to these places. You're on the road, you have training and all that stuff,"" he said.The ICC is currently considering the introduction of a two-tiered test Championship and a one-day league, which would go some way to lightening the workload.",7/1/2016,Lehmann ICC intervention prevent player burnou,sports
"DHAKA: Test cricket´s newest nations are in despair at plans to split the format into two divisions, fearing it could undo decades of hard-fought progress on the field and kill interest in the game.Cricket´s governing body the International Cricket Council (ICC) is meeting in Edinburgh this week to debate proposals for the seven top-ranked teams to establish a de facto premier league in a bid to boost waning interest in Tests.Under the scheme being considered by the ICC, the other three countries with Test status would join a five-strong second division along with Afghanistan and Ireland.<br/> While the shake-up would guarantee cricket´s leading nations play each other every other year, the other sides would be starved of matches which draw in crowds and lucrative broadcast deals.As things stand, the two latest arrivals at cricket´s top table -- Bangladesh and Zimbabwe -- will be doomed to the second tier and could be joined by another relative newcomer Sri Lanka.""This will spell the death of international cricket as we´ve known it,"" said Ahmed Sazzadul Alam, a Bangladesh Cricket Board (BCB) director.Bangladesh lobbied for years to join cricket´s elite before playing their first Test in 2000. Their record has been poor, winning just seven of their 93 Tests and they are currently ranked ninth, just above Zimbabwe.However, performances have improved significantly of late and Bangladesh have only lost six of their last 18 Tests.BCB vice president Mahbubul Anam warned Bangladesh ""would go backwards"" if they stop playing teams such as England and India, both of whom they are due to play later this year. ""The more we play against competitive sides, the better we´ll get,"" said Anam.Alistair Campbell, a former director of Zimbabwe´s board, appreciated the arguments for a split because of the gulf in class between the top and bottom sides.But Campbell, a former captain who played in Zimbabwe´s inaugural Test against India in 1992, said it would be heartbreaking if current players would never be able to compete against the best.""It´s going to be a tragedy if you are growing up in a country like Zimbabwe or Bangladesh,"" he told AFP. ""It means you might never get the opportunity to play with top tier sides. That might drive players to go and seek greener pastures.""There are similar fears in Sri Lanka which has fallen down the rankings in the last two years after batting greats Kumar Sangakkara and Mahela Jayawardene retired.<br/> Sri Lanka are currently ranked seventh and in danger of being overtaken by an improving West Indies by the time the proposed split comes into force.Sri Lanka also struggled in the first decade after their inaugural Test in 1982 but then found their feet and won the 1996 World Cup.Sidath Wettimuny, who scored Sri Lanka´s first Test century, warned the architects of the split were playing with fire.""It´s okay to make some tweaks but what is proposed is going to be a disaster in every sense of the word,"" he said.Sri Lankan board´s secretary Mohan de Silva was cool on the proposal. ""We are not very much in favour, but we need to discuss with our executive committee after studying it carefully before taking a final decision,"" he wrote in a text from Scotland.But Sports Minister Dayasiri Jayasekera insisted the shake-up should be opposed as it would ""have a negative impact"".Sri Lanka´s cash-strapped board is hugely dependent on TV money and ticket revenue from tours by the likes of India and Australia. But neither broadcasters nor spectators will pay significant amounts for matches involving minnows such as Ireland.""If you club the weakest teams in one league, who´ll be interested in watching those games? This will lead to financial ruin,"" Jayasekera told AFP.The BCB´s Alam also warned of dire financial consequences. ""There would be an inevitable loss of interest among younger followers of and a decline in interest from the media and sponsors,"" he said.""The resulting downturn in revenues would undermine development programmes and funding of domestic leagues…. It will effectively mean the end of cricket for countries like us.""",7/1/2016,Despair at plans for split from Test crickets newest nati,sports
"LOS ANGELES: Defending champion and world number two Brooke Henderson fired a seven-under par 65 Thursday to seize a two-stroke lead after the first round of the LPGA Portland Classic.The 18-year-old Canadian, who won last year´s event by eight strokes to become the third-youngest winner in tour history, made a solid start toward repeating as champion with nine birdies against two bogeys at the 6,476-yard Columbia Edgewater Country Club in Portland, Oregon.Henderson sits two strokes in front of Angela Stanford, Demi Runas and Colombia´s Mariajo Uribe.Henderson began her round on the back nine with a birdie at the par-5 10th, answered a bogey at the par-3 13th with a birdie on 14 and then closed that side of the course with consecutive birdies.Henderson, who won her first major title three weeks ago at the Women´s PGA Championship by downing top-ranked Lydia Ko in a playoff, birdied the par-3 second hole but took a bogey at the fourth only to respond by reeling off four birdies in a row, two on par-5 holes and the last a 36-foot birdie putt on the par-3 eighth.""I was able to make four birdies coming in right in a row to put myself in a good position,"" Henderson said, admitting she was bothered by the bogey at four.""I came off a bogey and I knew I had two par-5s which were really gettable,"" she added. ""I kind of put my focus on them and I was able to get them. Then a long birdie putt on eight that I´m very thankful for. Wasn´t really expecting it to go in, but I´m very happy.""Fond memories of her 2015 victory made the stroll around the course even happier.""Just walking around I remember some of the shots I hit,"" she said. ""Some of the pin placements are kind of similar, so trying to think back to what the putts did and how they broke."" ",7/1/2016,Golf Canadian teen star Henderson grabs LPGA lead,sports
"MARSEILLE: Portuguese coach Fernando Santos said his hardest task will be keeping his ""kids"" grounded after they advanced to the semi-finals with a win over Poland on Thursday.</strongMore than a third of Sanches' 23-man squad are under the age of 25, with 18-year old Renato Sanches producing a match-winning performance in his first start. He became the youngest player to score in a knockout stage game at the Euros.""I have to manage everything because for these kids ... it's a dream,"" said Santos, whose team will play either Belgium or Wales in next Wednesday's semi-final.""They are playing for their country, they have reached the semis and now anything can happen. It is a dream for me, but I imagine it is an even bigger dream for my players.""Santos put faith in his youngsters in the quarter-final, with João Mário (23) William Carvalho (24) and Cédric (24) all joining Sanches in the starting side and the coach felt conceding an early goal may have been down to a lack of experience.""Some of them (my players) have reached this stage for the first time and some of their heads are up in the clouds because they are dreaming of what's happening.""Shortly after they went behind, Santos hauled over Sanches -- the youngest player to start for Portugal in a major tournament -- for a chat.Although he would not divulge what was said, it seemed to make the difference.Sanches went on to equalise just after the half hour mark, followed captain Cristiano Ronaldo's lead to convert the second penalty in the shootout, and won his second successive man-of-the-match award.But Santos was eager to take the spotlight off his young midfielder.""He still has a lot to offer and is still growing. The Renato you see today, I think this is not the future Renato,"" he said.""He has to take all his qualities and put it all on the pitch and it is my job to help organise his type of play.""",7/1/2016,Kid trouble for coach Santos as Portugal progr,sports
"Marseille: Portugal beat Poland 5-3 in a penalty shootout on Thursday to reach the semi-finals of Euro 2016.</strongThe quarter-final ended 1-1 after 90 minutes and when neither side scored in extra-time, it went to a penalty shootout with Ricardo Quaresma scoring the winning spot kick after Jakub Blaszczykowski´s attempt was saved.",7/1/2016,Euro 2016 quarter final Portugal beat Poland 5 3 on penalti,sports
"Marseille: Portugal superstar Cristiano Ronaldo had to swerve the attentions of a pitch invader during his side´s Euro 2016 quarter-final against Poland in Marseille on Thursday.The intruder, wearing a Portugal shirt with Ronaldo´s number 7, charged onto the field during the second-half of extra-time with the score tied at 1-1 and headed straight for Ronaldo. The Real Madrid star dodged out the way before the man was dragged off the field by 14 security personnel.Marseille was the scene for widespread violence between England and Russia fans on the opening weekend of the tournament.",7/1/2016,Ronaldo swerves Euro pitch invader,sports
"Cardiff, United Kingdom: England beat Sri Lanka by 122 runs to win the fifth and final one-day international in Cardiff on Saturday.</strongVictory saw England take the series 3-0, with one tie and one no result.England, sent into bat made 324 for seven, with Joe Root top-scoring with 93 and sharing a stand of 109 with Jos Buttler (70).Sri Lanka off-spinner Danushka Gunathilaka took an ODI best three for 48.Chasing 325 to win, Sri Lanka were dismissed for 202 with more than seven overs remaining in their innings.Dinesh Chandimal (53) was the only Sri Lanka batsman to pass fifty.England left-arm paceman David Willey took four for 34, including the last three wickets in the space of seven balls, after fast bowler Liam Plunkett had again made inroads on his way to three for 44.Sri Lanka´s tour concludes with a one-off Twenty20 international against England at Southampton on Tuesday.",7/2/2016,England win 5th ODI against Sri L,sports
"KARACHI: Pakistan hopes to host its Twenty20 league final on homesoil next year if cricket authorities are able to allay security fears of international players, an official said Saturday.</strongPakistan has not staged major international cricket events on its home grounds -- barring a few limited over matches against lowly ranked Zimbabwe last year -- since terrorists attacks targeted the Sri Lankan team in Lahore in 2009.Following the attacks, they have been forced to stage their home series on neutral venues in the United Arab Emirates, where they also hosted the inaugural Pakistan Super League (PSL) in February this year.PSL chairman Najam Sethi said all efforts will be done to host the PSL final in Lahore.""We will try our best to stage the final of the second edition of PSL in Pakistan,"" said Sethi after chairing a meeting in Lahore.Five teams competed in the inaugural league which also featured top names like West Indians Chris Gayle, Dwayne Bravo and Darren Sammy, Australian Shane Watson and England´s Kevin Pietersen.Sethi said the success of the inaugural PSL was encouraging.""We are buoyed by the success of PSL last year and things are now getting into an exciting phase for season two. I can promise we will leave no stone unturned in bringing unparallelled cricketainment to the fans,"" said Sethi.Twenty20 leagues are fast getting popular across the cricketing world since India launched its cash-rich Indian Premier League in 2008.",7/2/2016,Pakistan hopes to stage final of 2nd edition of PSL at ,sports
"Spielberg, Austria: Sebastian Vettel topped the times ahead of his Ferrari team-mate Kimi Raikkonen after Nico Rosberg crashed heavily in Saturday´s dramatic third and final practice ahead of Sunday´s Austrian Grand Prix.In a clear signal of a return to form in much warmer weather, with track temperatures at the newly asphalted Red Bull Ring circuit rising to 44 degrees Celsius, Ferrari showed superior pace and tyre performance as championship leading rivals Mercedes struggled.Defending three-time world champion Lewis Hamilton managed to wind up third behind the Ferraris ahead of the Red Bulls of Australian Daniel Ricciardo and Dutch teenager Max Verstappen with Finn Valtteri Bottas sixth ahead of Williams team-mate Felipe Massa of Brazil.But the session was overshadowed by championship leader Rosberg´s crash, which saw the session red-flagged to a halt for 10 minutes. It was confirmed by the team that the German suffered a suspension failure.Rosberg appeared to be pushing for a fast lap on a new set of ultra-soft tyres - on which both Mercedes men have struggled for performance - as he came out of Turn Two.Hamilton had followed him out also on ultra-softs as Rosberg´s Mercedes showed heavy left rear wheel vibrations as he ran wide across the kerb.He seemed to be clear of the controversial yellow ´baguette´ kerbs that were criticised so severely on Friday by Verstappen.Rosberg´s car appeared to suffer a suspension failure and he was thrown into a spin that saw him crash off the barriers on the left off the track before coming to a halt.He was unhurt, but the session was red-flagged to a halt for 10 minutes during which the debris was cleared and an angry Rosberg gave vent to his feelings, waving his arms in frustration in the Mercedes garage.His accident demonstrated clearly how difficult Mercedes were finding it to manage the ultra-soft tyres and extract good performance.On re-start, Hamilton went out and clocked a lap in 1:07.7 to jump to fourth on the monitors, some way off the pace set by Vettel who did 1:07.098, another outright lap record at the Red Bull Ring.In a final flurry of action, Hamilton kept off the kerbs and rose to fourth and then third before the chequered flag.Rosberg´s misfortune may have handed Hamilton a chance to cut his team-mate´s 24-point lead in the title race if he can take advantage in qualifying scheduled to take place later Saturday.",7/2/2016,Formula One Vettel fastest after Rosberg cr,sports
"SYDNEY: Australia´s Cate Campbell broke the women´s 100 metre freestyle world record on Saturday at a meet in Brisbane as she prepares for the Rio Olympics.""We present your  new  world record holder in the 100 free,"" tweeted the Australian Swim Team, confirming the 52.06 second swim which eclipsed German Britta Steffen´s old mark of 52.07 set in 2009.",7/2/2016,Aussie Cate Campbell breaks 100m free world record,sports
"CARDIFF, United Kingdom:  Sri Lanka captain Angelo Mathews won the toss and elected to field against England in the fifth and final one-day international at Cardiff on Saturday.England had already won the series at 2-0 up with one to play following their dynamic six-wicket win in a rain-affected match at The Oval where opener Jason Roy made 162 on his Surrey home ground.England made two changes, with Roy´s opening partner Alex Hale ruled out with a back niggle.Hales was replaced by James Vince with off-spinner Moeen Ali making way for an extra seamer in Chris Jordan on a green-tinged pitch.Sri Lanka made one change, left-arm seamer Chaminda Bandara coming for his debut in place of dropped all-rounder Farveez Maharoof as the tourists went in search of their first win on English soil this trip following a 2-0 defeat in the preceding three-Test series.No sooner had Mathews won the toss then it began to rain again. But the scheduled start of play was pushed back by just 10 minutes to 10:40am local time (0940 GMT), with no overs lost at that stage.Teams<br/> England: James Vince, Jason Roy, Joe Root, Eoin Morgan (captain), Jonny Bairstow, Jos Buttler (wkt), Chris Jordan, Chris Woakes, David Willey, Liam Plunkett, Adil RashidSri Lanka: Kusal Perera, Danushka Gunathilaka, Kusal Mendis, Dinesh Chandimal (wkt), Angelo Mathews (captain), Seekkuge Prasanna, Upul Tharanga, Dasun Shanaka, Chaminda Bandara, Nuwan Pradeep, Suranga LakmalUmpires: Paul Reiffel (AUS), Michael Gough (ENG), TV umpire: Bruce Oxenford (AUS)<br/> Match referee: David Boon (AUS) ",7/2/2016,Sri Lanka bowl against England in final ODI,sports
PORT OF SPAIN: South Africa´s Hashim Amla and Dwayne Bravo of the West Indies set a new world record for a fifth-wicket stand in Twenty 20 cricket of 150 in the Caribbean Premier League on Friday.</strongThe pair put on their match-winning partnership in 92 balls for the Trinbago Knight Riders against the Barbados Tridents at Queen´s Park Oval.Amla went on to score 81 from 54 balls having brought up his half century from 42 balls.Bravo made an undefeated 66 with both men hitting four sixes.They took their side from what looked like certain defeat to victory in 15.2 overs.Trinidad made 170-5 off their 20 overs before restricting Barbados to 159-8 for an 11-run win.The previous record for a fifth-wicket partnership in T20 cricket was 149 set by Yogesh Takawale and Sairaj Bahutule in the Indian Premier League in 2007.,7/2/2016,Amla Bravo world record fifth wicket T20 stand,sports
"Le Mont-Saint-Michel, France: Reigning champion Chris Froome says this year´s Tour de France is made for the specialist climbers, but it begins on Saturday with a flat stage favouring sprinters.Saturday´s ´Grand Depart´ takes place at the picturesque tourist resort of Mont Saint-Michel, before finishing 188km later at Utah Beach, made famous as one of the main sites of the Normandy Landings during World War II.One of the big favourites for the opening stage is German sprint king Marcel Kittel, back at the Tour after a one-year injury and illness induced hiatus.Having won the opening stage in 2013 and 2014, Kittel is gunning for a hat-trick, but he knows it will be tough.The other main favourite is his countryman Andre Greipel, who won four stages last year in Kittel´s absence.Neither Englishman Mark Cavendish, who is third on the all-time list of Tour stage wins with 26, nor world champion Peter Sagan of Slovakia can be discounted.A breakaway group will likely animate the first stage, but the sprinters´ teams will never let them far off the leash and will take no chances in reeling them before setting up a fast, furious and perhaps manic bunch finish.Two years ago, Cavendish crashed in just such a mass sprint, breaking his collarbone and being forced out of the Tour.It will take a week for the first true test of the overall contenders to arrive on the seventh stage from l´Isle-Jourdain to Lac de Payolle.From there on there will be four summit finishes, seven hors category climbs and 14 first category ones.Many people believe the overall battle will turn out to be a two-way struggle between Froome and Colombian Nairo Quintana, who finished second to the Briton in both 2013 and last year.",7/2/2016,Sprinters to shine at start of climbers Tour,sports
"Lille, France: Hal Robson-Kanu scored a sensational goal as Wales came from behind to stun Belgium 3-1 in Friday´s Euro 2016 quarter-final in Lille and reach their first major tournament semi-final.Radja Nainggolan gave Belgium a 13th-minute lead, but Ashley Williams equalised before a dazzling strike from Robson-Kanu, whose contract with English second-tier club Reading expired on Thursday, and a late header by substitute Sam Vokes earned Wales a historic victory.Wales talisman Gareth Bale will now go head-to-head with his Real Madrid team-mate Cristiano Ronaldo when the tournament´s last British representatives face Portugal in Lyon on Wednesday.""Dreams, don´t be afraid about dreams, because four years ago I was as far away from this as you can imagine and look what has happened,"" said Wales manager Chris Coleman, who succeeded his late friend Gary Speed as manager in 2012.""If you work hard enough and you are not afraid to dream and not afraid to fail, this happens. It´s sweet and I´m enjoying it.""In beating Belgium, who they also defeated in qualifying, Coleman´s men surpassed the Wales greats of 1958, whose quarter-final showing at that year´s World Cup in Sweden had been the country´s best previous achievement.But they will have to do without both Ben Davies and Aaron Ramsey, who set up two of the Wales goals, after they received bookings that ruled them out of the semi-final.Belgium coach Marc Wilmots will face difficult questions about his failure to achieve more with one of his nation´s finest collections of footballers, who also fell in the last eight at the 2014 World Cup.He was missing three of his four first-choice defenders -- Vincent Kompany and Jan Vertonghen through injury, Thomas Vermaelen through suspension -- but with no other previous tournament-winners in this half of the draw, defeat represented a massive missed opportunity.Heavy pre-match downpours in Lille heightened fears about the pitch, which was relaid just a week ago, but the slick playing surface held firm and provided the platform for an electrifying game.",7/2/2016,Robson Kanu fires Wales to historic semi fi,sports
"LONDON: World number one and defending champion Novak Djokovic was facing Wimbledon humiliation on Friday before rain saved him from his worst defeat at the tournament since 2008.The three-time champion, who is already halfway to the first calendar Grand Slam in 47 years, dropped the first two sets of his third round clash against American 28th seed Sam Querrey 7-6 (8/6), 6-1.But after just 73 minutes of action, rain sent them running for cover off Court One, giving 12-time major winner Djokovic welcome sanctuary before play was called off for the day on the outside courts. By that stage, only 17 of the scheduled 32 ties had been completed.Djokovic, who has an 8-1 record over Querrey, has made at least the quarter-finals on his last seven visits to Wimbledon since losing to Marat Safin in the second round eight years ago.He has also made the last eight of each of the last 28 Grand Slams since losing to Philipp Kohlschreiber in the third round of the 2009 French Open.Meanwhile, Serena and Venus Williams survived marathon duels as the rain, which has plagued the tournament, forced organisers to consider playing on the middle Sunday for the first time since 2004.World number one and defending champion Serena defeated US compatriot Christina McHale 6-7 (7/9), 6-2, 6-4 on Centre Court, only just avoiding what would have been her earliest-ever Wimbledon defeat.The six-time Wimbledon champion will face Germany´s Annika Beck for a place in the last 16.",7/2/2016,Djokovic facing Wimbledon humiliation Serena Venus surviv,sports
"PARIS: France coach Didier Deschamps handed Samuel Umtiti his international debut as the Euro 2016 hosts made two enforced changes for Sunday´s quarter-final against Iceland in Paris.</<br/><br/>Umtiti, 22, who is set to join Barcelona from Lyon later this month replaces the suspended Adil Rami in central defence alongside Laurent Koscielny.<br/><br/>Moussa Sissoko comes in for N´Golo Kante, who is also serving a one-match ban, on the right side of midfield with Deschamps opting for a 4-2-3-1 at the Stade de France.<br/><br/>Iceland became the first nation to use the same starting XI for their first five matches at the European Championship as joint-coaches Lars Lagerback and Heimir Hallgrimsson kept faith with the side that beat England 2-1 last Monday.<br/><br/>Starting line-ups for the Euro 2016 quarter-final between France and Iceland at Stade de France in Paris on Sunday (1900 GMT kick-off):France (4-2-3-1)<br/>Hugo Lloris (capt); Bacary Sagna, Samuel Umtiti, Laurent Koscielny, Patrice Evra; Blaise Matuidi, Paul Pogba; Moussa Sissoko, Dimitri Payet, Antoine Griezmann; Olivier Giroud<br/>Coach: Didier Deschamps (FRA)Iceland (4-4-2)<br/>Hannes Halldorsson; Birkir Saevarsson, Ragnar Sigurdsson, Kari Arnason, Ari Skulason; Johann Gudmundsson, Aron Gunnarsson (capt), Gylfi Sigurdsson, Birkir Bjarnason; Jon Dadi Bodvarsson, Kolbeinn Sigthorsson<br/>Coaches: Lars Lagerback (SWE) and Heimir Hallgrimsson (ISL)/>Referee: Bjorn Kuipers (NED)",7/3/2016,Football Umtiti debuts for France Iceland unchanged,sports
"Stade de Bordeaux, Bordeaux: Germany won an epic shootout featuring 18 penalties by 6-5 to end their jinx against Italy in major tournaments and reach the Euro 2016 semi-finals after the game finished 1-1 following extra time on Saturday.</strongJonas Hector was Germany's hero when he fired home the winning penalty, after Matteo Darmian missed for Italy, and they will now face either hosts France or Iceland in the last four.The shootout featured seven misses with some near-farcical spot kicks and was a complete contrast to the tense, tactical and highly-disciplined 120 minutes of football that preceded it.The usually clinical Germans, who had not missed in a shootout since the 1982 World Cup, failed to convert three times but still progressed thanks to even more wayward shooting by Italy who sent two kicks wide and had two saved by Manuel Neuer.Germany, who in their semi-final on Thursday, have now won their last six shootouts at major tournaments since losing to Czechoslovakia in the 1976 European Championship final.""It's difficult to find the words. I'm overjoyed that the ball went in,"" said Hector. ""I can't describe the feeling. I took my heart in my hands and just wanted to knock it in.""Germany coach Joachim Loew added: ""I congratulated him (Hector). It was a very special situation. I had a good feeling when he was taking his (penalty) shot.""BIZARRE HANDBALL</strongMesut Ozil had given Germany the lead midway through the second half before Leonardo Bonucci replied with a penalty following a bizarre handball by Jerome Boateng.Germany, who reached their sixth successive semi-final in a major tournament, had never previously beaten Italy at a major finals -- a run stretching back to the 1962 World Cup.Italy's four wins included a World Cup final and two semis and the Euro 2012 semi-final. The other four games were drawn.For Italy, the defeat was the end of the road in a campaign which has already taken them further than expected, with impressive wins over dark horses Belgium and holders Spain.Coach Antonio Conte has been credited with overcoming the lack of natural talent in his squad through tactical discipline and hard work but, with key midfielder Daniele De Rossi joining the injured list, Germany proved to be a bridge too far.""The players have left a significant mark on this tournament and shown that with desire and hard work, you can achieve something,"" said Conte.""Football can bring you joy and can leave a bad taste in your mouth. The players will always have a place in my heart.”TENSE START</strongThe first half was as tense, tactical and cagey as expected between teams who had conceded one goal between at these finals.Germany's passing was slicker, though, and they went ahead the 65th minute when Hector's pass into the area was deflected off Bonucci and fell perfectly for Ozil to guide into the net.It seemed that might be enough to win the game but Italy equalised out of the blue 13 minutes later.Alessandro Florenzi curled the ball into the area, Boateng jumped to challenge Giorgio Chiellini with his arms raised like a basketball player and the ball hit the German's arm.Bonucci fired a superb penalty low into the bottom right hand corner, beyond Neuer's reach.Italy suddenly found a new lease of life as striker Graziano Pelle had a shot deflected wide following a quick break and Mattia De Sciglio fired into the side-netting.Little happened in extra time but the shootout was one of the most eventful ever seen at a major tournament.Simone Zaza, who sent his kick high and wide after an unorthodox run-up, Pelle, Bonucci and Darmian missed for Italy, while Thomas Mueller, Ozil and Bastian Schweinsteiger fluffed their lines for Germany before Hector sealed the victory.",7/3/2016,Germany win epic shootout to end Italy jinx,sports
"Taipei: Spain´s Carlos Pigem claimed his first professional title after beating Japan´s Shunya Takeyasu in a play-off at the $500,000 Yeangder Tournament Players Championship in Taiwan.With a four-day total of 12-under-par 276, Pigem and Takeyasu battled it out at the Linkou International Golf and Country Club.The 25-year-old Spaniard gained confidence early in the play-off when his second shot on the par-five 18 landed in the middle of the fairway while Takeyasu´s fell into the rough.An emotional Pigem knew the title was his when the Japanese´s fourth shot only touched the edge of the green.""Play-offs are always going to be a 50-50 affair,"" said Pigem, who turned pro in 2013.""I´m really at a loss for words. I cried when I sunk that birdie putt on the play-off hole,"" he added.""That feeling of winning my first professional title here at the Yeangder TPC is simply indescribable,"" he said.Australia´s Scott Barr who took a solo third-round lead finished tied for third place with Malaysia´s Nicholas Fung. ",7/3/2016,Golf Pigem wins first professional ti,sports
"TAUNTON: Pakistan captain Misbah-ul-Haq won the toss and elected to bat against Somerset at Taunton in his country´s first first-class match on English soil since their controversial ´spot-fixing´ tour of 2010.During that year´s Test against England at Lord´s, Mohammad Amir and Pakistan new-ball partner Mohammad Asif bowled no-balls to order on the instructions of their captain Salman Butt as part of a sting operation carried out by a tabloid newspaper.All three received five-year bans from cricket and, together with sports agent Mazhar Majeed, jail terms.However, Amir returned to international cricket earlier this year and could make his Test comeback at Lord´s where Pakistan face England in the first of a four-Test series on July 14.Amir was included in the Pakistan side selected for the Somerset match.Taunton was the venue for Pakistan´s first match after the 2010 controversy at Lord´s with the tourists thn playing Somerset in a one-day match.This fixture is Pakistan´s first of two three-day games before the first Test at Lord´s, with Misbah´s men playing Sussex at Hove from July 8-10.Teams<br/> Somerset: Marcus Trescothick, Adam Hose, Tim Rouse, James Hildreth, Peter Trego (captain), Alex Barrow (wkt), Josh Davey, Dom Bess, Jack Leach, Tim Groenewald, Paul van MeekerenPakistan: Mohammad Hafeez, Shan Masood, Azhar Ali, Younis Khan, Misbah-ul-Haq (captain), Asad Shafiq, Sarfraz Ahmed (wkt), Mohammad Amir, Sohail Khan, Yasir Shah, Rahat AliUmpires: Billy Taylor (ENG), Tom Lungley (ENG) ",7/3/2016,Pakistan bat against Somerset in England tour opener,sports
"DUBAI:  The International Cricket Council (ICC) will apply for the inclusion of women´s cricket at the 2022 Commonwealth Games in Durban, South Africa, the governing body has said.Cricket has struggled to venture into new markets away from its traditional strongholds and the influential Indian board´s reluctance to embrace multi-sports events as a means to increase exposure has hindered growth.Following a presentation by the Commonwealth Games Federation, the ICC board agreed to apply for a women´s competition at the Durban Games during its annual conference in Edinburgh on Saturday.""It will enhance the profile of the sport and create additional exposure and experiences for female cricketers,"" ICC chairman Shashank Manohar, a former head of the Indian board, said in a statement.South Africa won the men´s event when cricket took place at the 1998 Commonwealth Games in Malaysia, the only time the sport has been included in the programme.The Asian Games remains the largest multi-sports event that features cricket and the last two editions included both men´s and women´s competitions.<br/> The ICC has also been exploring the possibility of getting cricket added to the Olympic programme.""There will be further discussions on cricket´s potential participation in the Olympic Games following further meetings with the International Olympic Committee (IOC) later in the year,"" the governing body said.President of the Italian board Simone Gambino told ESPNcricinfo on Friday that cricket would be included in the 2024 Olympics should Rome win the bid to host the Games. ",7/3/2016,ICC wants womens cricket at 2022 Commonwealth G,sports
"BANGALURU: India's new head coach Anil Kumble admires test captain Virat Kohli's aggression and will not try to curb his natural instincts.</strongThe 27-year-old Kohli replaced Mahendra Singh Dhoni as India's captain in the longest game's format after the wicketkeeper-batsman's retirement from test cricket during the tour of Australia in late 2014.The Delhi cricketer was initially perceived as another brash personality from the streets of a city long accused of encouraging aggression in its youth, having often been involved in wars of words with opponents on the field.Former India captain Kumble's appointment as coach was welcomed by many who expect the former leg-spinner to be a calming presence in a team led by an expressive captain.""I love his aggression,"" Kumble told reporters sitting alongside Kohli. ""I was no different, I was also aggressive, very different in terms of the way we probably came across on the field.""But you don't want to curb aggression. I will be the last person to curb someone's natural instincts,"" Kumble added.""But we all know how important it is to be ambassadors of India and to be a part of the Indian cricket team. That everybody understands. We will ensure that there is a thin line and everybody knows that.""India will play four tests against West Indies and after returning from the Caribbean the world's second-ranked side are set for a busy season at home when they will play 13 test matches, eight ODIs and three T20 internationals.""It will be one test match at a time. It's a long season, we have the opportunity to plan well,"" Kohli told reporters ahead of the team's departure for the West Indies.""It will be an opportunity for the team to gel together and execute our plans,"" he added.""It will be the perfect situation and opportunity to challenge and assess ourselves as a test team. I feel these few months will determine how India play test cricket in the next few years.""Kumble, India's most successful bowler, capturing 619 wickets in 132 tests and 337 in 271 one-day internationals, has just overseen a six-day training camp in Bengaluru.""Our intention will always be to go for wins,"" Kohli said. ""There have been situations in the past where we have lost while trying to go for wins.""But we lost due to our mistakes. We have realised we reached that position playing 80 percent good cricket. Now we are focusing on rectifying the remaining 20 percent and continue to play positively.""",7/4/2016,Virat Kohlis aggression not curb Anil Kumb,sports
