Article,Date,Heading,NewsType
"SYDNEY: David Warner smashed 122 and Mitchell Marsh was 102 not out as Australia reached 330 for seven in the fifth one-day international against India at the Sydney Cricket Ground Saturday.After losing the toss and being sent in to bat the Australians cruised to one more big total on yet another lifeless wicket in a series where the lowest score was India's 295 in Melbourne last Sunday.India had the ideal start to the innings when Australia’s Aaron Finch was given leg before for six padding up to Ishant Sharma.When they lost Steve Smith (28), George Bailey (6) and Shaun Marsh (7) to stand 117 for four India must have had hopes of finally restricting the Australian total.But Warner and Marsh put on 118 for the fourth wicket to put the home side back on track.When Warner eventually fell guiding a slower ball from Sharma to Ravindra Jadeja at backward point wicketkeeper Matthew Wade (36) kept the momentum going with the score passing 320 before he was caught behind off Umesh Yadav.Debutant Jasprit Bumrah was the pick of the Indian attack taking two for 40 from his 10 overs. (APP/AFP) ",1/23/2016,Warner Marsh tons lift Australia to 330 7,sports
"PRETORIA: England lost opener Alex Hales cheaply and were 29 for one at tea after bowling South Africa out for 475 on the second day of the final Test at Centurion Park on Saturday.Captain Alastair Cook (14) and Nick Compton (0) were not out after Hales continued his unconvincing form, falling for 15 when he was caught at point by Dane Piedt off Kagiso Rabada in the fifth over.England were still 446 runs behind after Quinton de Kock finished 129 not out to become the third South African centurion of the innings and moving rapidly on from 85 at lunch.He brought up his maiden Test century from 104 balls in an aggressive innings before running out of partners.A stand of 50 for the eighth wicket with Kyle Abbott and 82 for the ninth with Piedt kept England in the field a lot longer than they had planned.Frustration for the tourists, already 2-0 up in the series, was exacerbated by dropped catches, including two off De Kock.De Kock´s century followed tons on the first day for Hashim Amla and debutant Stephen Cook, offering South Africa hope of a first Test win in more than 12 months and some consolation after losing the series.England had looked likely to wrap up the South African innings swiftly when they took two wickets in the first four overs under sunny skies.Temba Bavuma added only three to his overnight 32 before getting a faint edge to a leg cutter from Stuart Broad and Rabada was out first ball, trapped lbw to give James Anderson his only wicket of the innings.Abbott fell lbw to Ben Stokes for 16 and Piedt played a dogged innings of 19 off 104 balls in supporting De Kock before Stokes´ snagged him too.The England all-rounder finished with figures of 4-86 when he trapped Morne Morkel lbw. (Reuters) ",1/23/2016,Hales falls cheaply in Englands reply,sports
"PRETORIA: Quinton de Kock scored an unbeaten 85 to help South Africa reach 421 for eight at lunch after England claimed three wickets on the second day of the fourth and final Test at Centurion Park on Saturday.Dane Piedt was not out on 10 as South Africa added 92 runs to their overnight tally of 329-5, seeking to build a sizeable first innings total and push for an elusive victory after more than 12 months without any Test success.De Kock, who missed the previous Test after hurting his knee tripping over while walking his dogs, displayed an array of aggressive strokes but was given two lives as England´s fielding woes continued.Ben Stokes attempted a difficult catch in the gully off James Anderson in the second over of the day when de Kock had yet to add to his overnight tally of 25.A mix-up between Jonny Bairstow and captain Alastair Cook at first slip offered de Kock another life on 80, just before the lunch break.He got a thick edge to a delivery from Chris Woakes that flew between wicketkeeper and first slip with neither making any effort to try and catch the ball.England had looked likely to wrap up the South African innings swiftly as they took two wickets in the first five overs under sunny skies on Saturday.Temba Bavuma added only three runs to his overnight tally of 32 before edging Stuart Broad and Kagiso Rabada followed almost immediately, out first ball as he was trapped leg before to give Anderson his first wicket of the match.De Kock and Kyle Abbott added 50 runs for the eighth wicket before the fast bowler fell leg before to Stokes for 16, including an elegant lofted six off Moeen Ali.England have already clinched the four-match Test 2-0 after wins in Durban and Johannesburg. The second Test in Cape Town was drawn. (Reuters) ",1/23/2016,De Kock takes South Africa to 421 8 at lu,sports
"West Indies batsman Shivnarine Chanderpaul has officially retired from international cricket, seven months after selectors opted to discard the veteran and push for a youth-oriented policy.</strongChanderpaul, who was dumped before the home series against Australia last June, said at the time he felt he deserved the opportunity to play one final series despite a poor return in domestic cricket before the squad was selected.The West Indies Cricket Board (WICB) thanked him for his contribution to their game.""The WICB acknowledges the invaluable contribution Shiv has made to the game globally and we wish him all the best,"" WICB President Dave Cameron said in a statement.The 41-year-old made his test debut against England in 1994 and went on to amass 11,867 runs at an average of 51.37 in his 164 tests for the Caribbean side.His total is the seventh highest of all time, and he finished behind Brian Lara´s 11,953 as the second most prolific West Indian batsman.He scored 30 test centuries and 66 half centuries and had a high score of 203 not out.He also scored 8,778 runs in 268 one-day internationals at 41.60.Chanderpaul´s ungainly batting stance was at odds with cricket´s coaching manuals, but soft hands and a superb eye allowed him to flick, dab and poke the ball into gaps in the field and quietly accumulate runs.A low conversion rate of 50s to 100s early in his career was rectified after foot surgery removed some floating bone chips and allowed him to play without pain.Chanderpaul´s calm demeanour held together an increasingly brittle West Indies batting lineup after the retirement of Lara and many opposition teams targeted him as the key wicket.While selectors continue to pursue their youth policy in a bid to rebuild the once powerful cricketing side, Chanderpaul was still playing domestic first class cricket earlier this week.",1/23/2016,Windies Chanderpaul retires from internati,sports
"PRETORIA:  South African fast bowler Kagiso Rabada took a career-best 6-101 to leave England on 318 for eight wickets at tea and trailing by 157 runs on the third day of the fourth and final Test at Centurion Park on Sunday.Rabada had decimated the England middle-order before lunch, claiming the big wicket of Ben Stokes (33) during a rain-hit middle session, with the visitors reeling after the Proteas posted 475 in their first innings.Moeen Ali (45 not out) provided a steady hand in response and along with Stuart Broad (four not out) will look to close the gap on a wicket that was starting to favour the bowlers.England have already wrapped up the series with an unassailable 2-0 lead.Stokes looked at his fluent best before he was caught at slip by Hashim Amla shortly after South Africa, who posted a first innings total of 475, had taken the new ball.Chris Woakes (26) was the only other wicket to fall in the session and could count himself unlucky, an edge off the part-time spin of JP Duminy hitting the thigh of wicketkeeper Quinton de Kock and looping to Dean Elgar at slip.Rabada had removed Joe Root (76), James Taylor (14) and Jonny Bairstow (0) in quick succession in the minutes before lunch.Root had looked set for a big score but was caught by De Kock having a drive at Rabada after he had brought up his fourth half-century of the series.Taylor fell to the same combination trying to pull a short ball, before Bairstow got a feather edge through to De Kock.Rabada is just the second player in history to take six wickets in an innings in both tests and One-Day Internationals before the age of 21, joining Pakistan great Waqar Younis on that short list.Captain Alastair Cook (76) was the first wicket to fall on day three when he was caught behind by De Kock off the bowling of fast bowler Morne Morkel.Coming around the wicket to the left-hander, Morkel angled the ball into Cook´s body and induced an edge as it moved away slightly off the wicket.It left Cook still 41 runs shy of becoming the first England batsman to reach 10,000 test runs after he had put on 99 for the third wicket with Root. (Reuters) ",1/24/2016,Rabada grabs six as England falter,sports
"KARACHI:  India blind cricket team overpowered their counterparts from Pakistan by 45 runs in the summit clash of Asia Cup T-20 Cricket of the Blind to claim the title at Jawaharlal Nehru International Stadium in Kochi (India) on Sunday.<br/> <br/> According to the information made available here, India won the toss and decided to bat first. India posted a competitive total of 208 runs on board in stipulated 20 overs for the loss of five wickets. Deepak Patel was the top scorer with 40 runs whereas Ketan Patel made 34 runs. Haroon Khan and Sajid Nawaz bagged a wicket each. <br/> <br/> Pakistan in reply started badly. Opener Haroon Khan lofted the ball and was caught on the second ball of the inning without scoring a single run. Zahid Mehmood was also bowled in the second over. He made only four runs. <br/> <br/> Nisar Ali was dismissed for one run. Muhammad Akram was also bowled on the very first ball he faced. Pakistan lost the first four wickets for just 40 runs on board inside first four overs. <br/> <br/> Amir Ishfaq scored some quick runs but he was run out after scoring 38 runs off 21 balls.Anees Javed and Israr Hassan tried to build the innings and took the score to 113 runs after 11 overs, but again wickets fell in succession as Pakistan was bowled out for 163 runs in 18.2 overs.Anees Javed was the top scorer with 43 runs. Deepak took two wickets for the champions. (PPI) ",1/24/2016,India beat Pakistan to clinch Asia Cup T20 Cricket of the Blind ti,sports
"MELBOURNE: Anna-Lena Friedsam´s giant-killing run at the Australian Open ended in tears and injury on Sunday when ailments to both legs allowed world number four Agnieszka Radwanska to snatch a 6-7 (6) 6-1 7-5 fourth round win.The 21-year-old German, who had never been past the second round of a grand slam before this year´s tournament, had Radwanska on the ropes when she led 5-2 in the deciding set before injury cruelly struck at 5-4.The 82nd-ranked Friedsam, who beat U.S. Open finalist Roberta Vinci in the third round, then took an injury time out and had strapping applied to her left leg.Radwanska held serve in the next game, but Friedsam appeared to exacerbate her injury.The German was given a time warning on the first point of the next game when she was unable to serve and broke into tears.She managed to play on and was 15-40 down when she appeared to strain her right hamstring.Chair umpire Felix Torralba then sanctioned her again for exceeding the time limit and awarded Radwanska a point that sealed the game and gave her a 6-5 advantage.The trainer again visited Friedman, who was in constant tears on her chair, but she managed to hobble out and complete the match and was given a massive cheer by the Hisense Arena crowd for her efforts.Radwanska will now meet Spain´s Carla Suarez-Navarro, who beat Australia´s Daria Gavrilova 0-6 6-3 6-2, in the last eight.The Pole, who had to play through the pain of a leg injury in the third round, said she had felt a twinge of sympathy for her hobbled opponent but also needed to be ruthless to advance.""Of course, it´s hard to see that,"" said Radwanska, a semi-finalist at Melbourne Park in 2014.""It´s tough because you know someone is struggling. But you really have to play your game because someone is still fighting./> ""I had no choice, just to fight till the end for each point. (Reuters) ",1/24/2016,Radwanska escapes after Friedsam suffers injury,sports
"PRETORIA: South African fast bowler Kagiso Rabada struck three times shortly before lunch to leave England teetering on 211 for six wickets on the third day of the fourth Test at Centurion Park on Sunday.Rabada removed England´s rock Joe Root (76), James Taylor (14) and Jonny Bairstow (0) with the tourists trailing by 264 runs after South Africa posted a first innings total of 475 on a wicket that is starting to favour the bowlers.In-form Ben Stokes (one) and Moeen Ali (zero) will seek to repair the damage after the interval with the first target to score the 65 runs required to avoid the follow-on.Rabada went to the interval with figures of 5-76, another sign of the rich potential of the 20-year-old who got movement at pace off the wicket to leave his side in control.Captain Alastair Cook (76) was the first wicket to fall in the opening session of the day when he was caught behind by wicketkeeper Quinton de Kock off the bowling of tall fast bowler Morne Morkel.Coming around the wicket to the left-hander, Morkel angled the ball into Cook´s body and induced an edge as it moved away slightly off the wicket.It left Cook still 41 runs shy of becoming the first England batsman to reach 10,000 test runs after he had put on 99 for the third wicket with Root.Root and Taylor moved the score on to 208 before the former was caught by De Kock having a drive at Rabada after he had brought up his fourth half-century of the series.That wicket started a precession in the minutes before lunch as Taylor fell to the same combination trying to pull a short ball.South Africa´s successful morning was complete when Bairstow got a feather edge through to De Kock as a rampant Rabada tore through the middle-order. (Reuters) ",1/24/2016,Rabada rips through England to hand advantage to Pr,sports
"PRETORIA: Firebrand fast bowler Kagiso Rabada bagged two wickets as South Africa reduced England to 52 for three at the close of day four of the final Test on Monday.The tourists, who have already won the series, need a further 330 for what would be a record-breaking victory on the final day but must do so on a wicket showing variable bounce and prodigious turn at Centurion Park.England´s hopes of an unlikely victory or survival will rest on Joe Root (19 not out) who is at the crease with James Taylor (19 not out) after Rabada gave the hosts the perfect start.The 20-year-old forced another failure from opener Alex Hales who was trapped lbw for one by a ball that kept low and jagged into him.Rabada claimed his ninth wicket of the match when he had Nick Compton (six) caught behind, the England batsman unsuccessfully reviewing what seemed an obvious edge.With a tense final day likely, England will hope that wasted review does not come back to haunt them.In between, Morne Morkel grabbed the prize scalp of England captain Alastair Cook (five) with a brilliant one-handed caught and bowled to leave the latter still 36 runs short of 10,000 test runs after a poor series.South Africa should have celebrated the wicket of Root as well, but wicketkeeper Quinton de Kock failed to take the ball after spinner Dane Piedt had drawn the batsman from his crease and beaten the edge.South Africa earlier declared their second innings on 248 for five.Hashim Amla fell four short of a second century in the match when he uncharacteristically flashed wildly at a wide deliver from Stuart Broad in the pursuit of quick runs.Amla added 117 for the fifth wicket with Temba Bavuma (78 not out), who showed great application and maturity.The highest successful chase in test matches at Centurion Park is 251 by England in 2000, though the pitch was only used for two days in that match after rain spoiled the contest and the teams decided to forfeit an innings each to force a result.Thunderstorms are forecast in Pretoria on Tuesday, though those will likely come late in the afternoon. (Reuters) ",1/25/2016,Rabada at the double as South Africa scent victory,sports
"MELBOURNE -- A year after her finest Grand Slam to date, Madison Keys left this year's Australian Open in tears.Playing on an injured left leg, Keys fell to Zhang Shuai 3-6, 6-3, 6-3 in the fourth round in Melbourne.In the second set, Keys began hobbling noticeably and called for treatment. She was unable to engage in long rallies and grimaced between points.With speculation she might retire, No. 15 Keys returned to the court, but the pain only seemed to increase. Already down a break, Keys doubled-faulted two times in a row, handing her Chinese opponent the set.Keys limped to her changeover chair, understandably frustrated, but this time did not call a trainer.Somehow, she managed to go up an early break at 2-1 in the third on a crushing 91 mph forehand return but was immediately broken back.After a quick hold from Zhang, a qualifier, Keys took another medical timeout. In the next game, she was visibly crying in pain. At that point, Keys could hardly move, lunging at shots just out of her reach.Zhang, 27, ultimately pulled away, ending the match on an overcooked forehand from Keys. The American hobbled off the court, her face in a towel, distraught at the outcome.More than an hour after her three-set loss, Keys gingerly walked to an area adjacent to the women's locker room with the assistance of her publicist.Keys, too injured to make the longer jaunt to the main interview roof, expressed her disappointment.In her last round, Keys strained an abdominal muscle, an injury she said also bothered her against Zhang.Amazingly, the 133rd-ranked Zhang had never advanced past the first round of a major in 14 previous attempts. ",1/25/2016,Keys falls to Zhang Shuai at Australian O,sports
"MELBOURNE: Milos Raonic struck a blow for the next generation of men´s tennis by flooring former champion Stan Wawrinka on Monday to reach the Australian Open quarter-finals.Second seed Andy Murray, returning to court two days after his father-in-law was rushed to hospital, hit back for the old guard in the evening session at Rod Laver Arena though, banishing Bernard Tomic, the last home hope in the singles.Murray´s win capped a banner day for Britain following Johanna Konta´s advance, giving the nation men´s and women´s singles quarter-finalists at the same grand slam for the first time in nearly 40 years.Melbourne Park was rocked by corruption allegations on its opening day, and a week later, integrity fears returned as a former Australian professional player pleaded guilty to match-fixing at a Sydney court.Former world number 187 Nick Lindahl appeared in court just hours after a top global bookmaker suspended betting after heavy gambling on a mixed doubles match at Melbourne Park.The winning doubles pair dismissed suspicions over the match after being questioned by integrity officials. There was no questioning the commitment of Raonic and Wawrinka as the pair slugged out a three-hour 44-minute thriller in the day session on Rod Laver Arena.Long seen as a threat to the Novak Djokovic-led establishment, 25-year-old Raonic showed ice in his veins to fend off the 2014 champion 6-4 6-3 5-7 4-6 6-3 after the 30-year-old Swiss roared back from two sets down.Unveiling an aggressive serve-volley game, Raonic fired 82 winners past the fourth seed to set up a second successive quarter-final at Melbourne Park.Having lost to Djokovic a year ago, he will be favourite against French showman Gael Monfils who delighted fans with some spectacular dives as he beat Russian Andrey Kuznetsov 7-5 3-6 6-3 7-6(4) to reach the quarter-finals for the first time.Raonic is on an eight-match winning streak since the start of the year, a run which included upsetting Roger Federer to win the Brisbane International, and he credits new coach Carlos Moya for giving him confidence to stray from the baseline.""He´s sort of organising my strengths, my weapons and how to use them better,"" the 13th seed told reporters. (Reuters) ",1/25/2016,Raonic shocks Wawrinka to reach Australian Open quarter,sports
"MELBOURNE: Second seed Andy Murray had his feathers ruffled but scrapped his way into the Australian Open quarter-finals with a 6-4 6-4 7-6(4) victory over local hope Bernard Tomic on Monday.The Briton, four-times a runner-up at Melbourne Park, was close to exasperation after being broken four times by the unorthodox Australian world number 17 but dug deep when it mattered to reach the last eight for the seventh year in a row.Murray had endured a tricky couple of days since Nigel Sears, the father of his pregnant wife Kim, collapsed in the stands on Rod Laver Arena and was taken to hospital while the Scot was playing his third round tie on Margaret Court Arena.As Sears, the coach of Ana Ivanovic, has since been discharged and cleared to join his daughter in England, Murray hoped he would have a calmer preparation for his quarter-final encounter with Spanish eighth seed David Ferrer.Murray, 28, enjoyed success with the drop shot early in the match but that started to wane in a match that was always interesting if never turning into a real contest.Tomic, 23, showed flashes of the quality that has had Australia raving about his potential since his early teens but was unable to maintain the level of his performance for sufficiently long periods to cause an upset.Murray, who fired 18 aces and 43 winners, clinched a topsy turvy third set in the tiebreak when Tomic went long with a return after two and a half hours on court.""I just felt I was very uncomfortable,"" Tomic, who dropped serve three times in the first set, said.""While on paper it looked like a close match it was uncomfortable for me.<br/> I didn´t play the game the way I wanted to but he didn´t let me.""After Johanna Konta earlier earned her place in the quarter-finals, Murray´s victory means Britain will have a presence in the last eight of both draws of a grand slam for the first time since the 1977 Australian Open.Murray has his eye firmly fixed on becoming Britain´s first men´s champion in Australia since Fred Perry in 1934 but he must get past Ferrer to do it. (Reuters)  ",1/25/2016,Murray downs Tomic to reach Melbourne quarter fi,sports
"PRETORIA: A patient century stand between Hashim Amla and Temba Bavuma put South Africa in a commanding position at 223 for four at tea on day four of the final Test against England on Monday.Amla, a regular thorn in England´s side, was not out on 96 as he chases a second century in the match with Bavuma unbeaten on 63. The hosts led by 356 runs on a pitch that has turn, movement and uneven bounce.The pair have put on 117 for the fifth wicket and kept England wicketless between lunch and tea after the touring side had made good inroads in the opening session when a fired-up James Anderson grabbed two early wickets and Ben Stokes another.South Africa, who are likely to be down to three front-line bowlers in the second innings with seamer Kyle Abbott struggling due to a hamstring problem, must decide what target they want to set England with four sessions remaining.They will be mindful of overworking their depleted attack as they chase a consolation victory in the test with England already having claimed the series.The previous highest chase successful in Test matches at Centurion Park was 251 by England in 2000, though the pitch was only used for two days in that match after rain spoiled the contest and the teams decided to forfeit an innings each to force a result.Anderson had earlier taken his number of test wickets to 433, one short of Indian great Kapil Dev in sixth place on the all-time list.He first induced a rash drive from opener Stephen Cook (25) that provided a catch for wicketkeeper Jonny Bairstow and two balls later grabbed the big scalp of home captain AB de Villiers, lbw without scoring.It was the third duck in a row for De Villiers, comfortably his worst run of form in Test cricket since he made his debut in 2004.Stokes removed JP Duminy (29) caught behind by Bairstow to leave South Africa sweating at 106 for four, before Amla and Bavuma edged the home side ahead again. (Reuters)  ",1/25/2016,Amla Bavuma put South Africa in driving ,sports
"PRETORIA: England´s nemesis Hashim Amla overcame a battered thumb and a lively wicket to post 50 not out and guide South Africa to 121 for four at lunch on day four of the final Test on Monday.The Proteas led by 254 runs on a rapidly deteriorating wicket with Amla and Temba Bavuma (nine not out) seeking to set England a record-breaking target if they are to win the series 3-0.The touring side bowled well in the morning session, with James Anderson grabbing two early wickets and Ben Stokes another.They have yet to dismiss Amla, though, as he showed great patience and steel while in obvious discomfort after being wrapped on the glove by Stokes on day three.He took his series runs tally to 424 at an average of 70.66 and remains the key in the Proteas posting a fourth-innings target they will feel is beyond England.Anderson had earlier taken his number of Test wickets to 433, one short of Indian great Kapil Dev in sixth place on the all-time list.He first induced a rash drive from opener Stephen Cook (25) that provided a catch for wicketkeeper Jonny Bairstow and two balls later grabbed the big scalp of home captain AB de Villiers, lbw for a duck.It would have been a satisfying moment for Anderson after De Villiers had suggested before the game that England´s bowlers had lost pace, with many suggesting he was alluding specifically to Anderson.It was also the third duck in a row for De Villiers, comfortably his worst run of form in test cricket since he made his debut in 2004.South Africa still have first-innings centurion Quinton de Kock to bat before England are in to the tail, but chasing anything over 300 on a wicket with variable bounce and movement will be extremely difficult.It would also be a record, the previous highest chase in test matches on this ground was 251 by England in 2000, though the pitch was only used for two days in that match after rain spoiled the test and the teams decided to forfeit an innings each to force a result. (Reuters) ",1/25/2016,Injured Amla stands firm as South Africa build lead,sports
"WELLINGTON: New Zealand defeated Pakistan by 70 runs in first one-day international of three-match series here on Monday.</strongBatting first, after Pakistan skipper Azhar Ali won the toss and decided to field, Kiwis set 281 runs target for the Green Shirts. New Zealand made 280 for eight. Henry Nicholls made highest 82.Pakistan’s Mohammad Amir took three wickets for 28 runs.In reply to 280, Pakistan were all out for 210. Babar Azam scored 62.New Zealand pacemen Trent Boult and Grant Elliott shared seven wickets as the hosts bundled out Pakistan for 210Elliott did the early damage while Boult, the world´s top-ranked ODI bowler, ran through Pakistan´s lower order as the touring side were shot out in 46 overs, chasing a target of 281 in the first of the three-match series.Pakistan lose their last seven wickets for 68 runsNew Zealand led the three-match series 1-0. The second match of the series will be played in Napier on Thursday.",1/25/2016,Kiwis set 281 runs target for Pakistan in first ODI,sports
"WELLINGTON: Pakistan won toss and invited New Zealand to bat in the first ODI of the three-match series here on Monday.Pakistan skipper Azhar Ali said his bowlers will try to get early wickets and enter the field with a thorough team plan. Badly battered in the earlier T20s, Pakistani cricketers have worked hard inside the practice nets to get themselves a good start in the ODI series. In the first of the three-ODI series, Ahmed Shahzad, Suhaib Maqsood and Anwar Ali have been included in the team whose other players are Azhar Ali, Muhammad Hafeez, Babar Azam, Sarfaraz Ahmed, Anwar Ali, Muhammad Irfan, Wahab Riaz, Ammad Waseem and Muhammad Amir will be part of the Pakistan team. Muhammad Amir is playing his first ODI after remaining outside the field for five-years. After winning the toss, Azhar Ali said it would be challenging for him as a captain to play in New Zealand. However, he said, his team’s spirits are high to win.",1/25/2016,Pakistan wins toss invite New Zealand to bat in firs ODI,sports
"LAHORE: Pakistan’s T20 captain, Shahid Afridi is satisfied with his own performance in the series against New Zealand but unhappy with that of the team’s.Afridi admitted that his team’s performance was not up to the mark in the New Zealand T20 and ODI series, adding he would take up the issue with the management.He said the team is going through a tough phase but added that it would continue to move forward by taking it as a challenge.“Our performance was not up to the mark….it is not Squash in which everything depends on the performance of a single player. The whole team has to perform (in Cricket),” he lamented.He came down hard on Ahmed Shahzad and Umer Akmal, saying attitudes will have to be mended to keep a certain status in the team.“Attention will have to be focused on the game,” he said, adding only a lucky few get so many chances.Afridi said he supported Ahmed Shahzad and Umer Akmal as much as possible, warning if they want to stay in the team, both will have to perform with consistency.",1/26/2016,Shahid Afridi unhappy with teams perfor,sports
"MELBOURNE: Tennis star Sania Mirza teamed up with Croatian partner to beat Aisam ul Haq’s pair in the mixed doubles at Australian Open here on Tuesday.In the Grand Slam’s second round of mixed doubles Pakistan and India came face-to-face as Aisam ul Haq took on Sania Mirza.In the first set, Aisam along with his female tennis partner from Kazakhstan Yaroslava Shvedova competed well against the pair on the other side but ended up losing with 5-9.Sania Mirza and her Croatian partner Ivan Dodig dominated the second set and inflicted a crushing defeat to Aisam’s pair with 6-2.",1/26/2016,Australian Open Sania Mirzas pair defeats Asiams in mixed doub,sports
"MELBOURNE: Roger Federer advanced to his 12th Australian Open semi-final on Tuesday with an efficient 7-6(4) 6-2 6-4 victory over sixth seed Tomas Berdych.</strongFederer was pressed hard in the opening set, taking it in a tie-break after swapping service breaks with Berdych, before the Swiss won the important points in the second set to take control of the match.The Czech broke early in the third set before 17-times grand slam winner Federer broke back in the third game and upped the pressure on his 30-year-old opponent, breaking again in the ninth then serving out to seal it in two hours, 16 minutes.Federer now waits the winner of the quarter-final between world number one Novak Djokovic and Japan´s Kei Nishikori, who play later on Rod Laver Arena.",1/26/2016,Federer through to semis with efficient win over Berdy,sports
"MELBOURNE: Reigning champion Serena Williams ramped up the power in the second set to vanquish fifth seed Maria Sharapova for the 18th match in a row and reach the semi-finals of the Australian Open with a 6-4 6-1 victory on Tuesday.</strongSharapova broke the world number one in the first game and mounted a stiff challenge in the opening set but wilted in the second to extend a losing record that goes back 12 years.Williams said the Russian brings out the best in her.""When I play her, I know automatically I have to step up my game,"" Williams said. ""I think that makes me play better. When I'm forced to play better, I do well.""The gulf between Williams and Sharapova, a former number one and five-times grand slam champion, speaks volumes about the balance of power in the women's game.Williams has reached the last four at Melbourne Park on six previous occasions and gone on to win the title every time.On Tuesday's evidence, it looks like only illness or injury can prevent the 34-year-old from repeating the feat and adding a 22nd major title to her collection.The American, who came into the tournament after a four-month layoff, twice had treatment for ""food poisoning issues"" during breaks in the 92-minute rematch of last year's final.Sharapova handed back her early break with two double faults in game four but started the match well and offered a genuine test in the 55-minute opening stanza.The Russian showed character to storm back from 0-40 down to hold serve for 4-4 and was all over Williams's serve in the next game, the American yelling ""C'mon!"" on successive points as she finally held.The match turned on the next game when Sharapova fended off three set points despite failing to get her first serve in before Williams converted the fourth after a long rally with a volley at the net.Sharapova had fired 21 aces in her fourth round match but managed just seven against Williams.""I think if you're serving maybe 180 (kph) against somebody else compared to Serena, that's an ace,"" said the 28-year-old.""Against Serena, as we all know, the return is one of her great strengths. She's very explosive. She stays quite close to the baseline.""She cuts the ball early. She doesn't give you many angles.""Williams has an 8-0 record against her semi-final opponent Agnieszka Radwanska, who as the fourth seed is the highest ranked challenger remaining in the draw.""Nothing's guaranteed in sports,"" said Williams. ""I still have to win two matches against potentially two extremely tough opponents.""",1/26/2016,Serena beats Sharapova to reach semi fi,sports
"New Zealand Cricket on Wednesday apologized to Pakistan fast-bowler Mohammad Amir after a stadium announcer played the sound effect of a cash register just before the left-arm pacer was about to start one of his overs.NZC said it was ""inappropriate and disrespectful"" of the DJ to have played the suggestive sound effect during Friday's third T20 International between Pakistan and New Zealand at the Westpac Stadium in Wellington.According to reports, NZC chief executive David White has reprimanded the DJ and offered a full apology to Amir and the Pakistan team.""I think playing the sound effect was inappropriate and disrespectful, and has the effect of trivialising one of the biggest issues facing cricket at the moment,"" White told a local newspaper.""I've contacted the Pakistan team management to apologise, and to assure them there will be no repeat.""Amir recently returned to cricket after a five-year ban for spot-fixing and is on his first international tour since his suspension ended.",1/27/2016,NZ Cricket apologises to Amir for a tau,sports
"MELBOURNE: Johanna Konta ground down Chinese qualifier Zhang Shuai 6-4 6-1 at the Australian Open on Wednesday to become the first British woman to reach the semi-finals of a grand slam in over 30 years.Hours later, Andy Murray capped a banner day for Britain as he reached the semi-finals of the men´s tournament with a four-set victory over David Ferrer.Murray´s win ensured Britain have two representatives in the last four of a grand slam for the first time since 1977.The 47th-ranked Konta will seek to continue her fairytale run on Thursday when she meets German seventh seed Angelique Kerber for a place in the title-decider.Konta´s rise has been little short of extraordinary, with her last trip to Melbourne Park cut short with a humbling exit at qualifying when ranked 147th in the world.Twelve months on, the Sydney-born 24-year-old has emulated Eugenie Bouchard´s breathtaking run at the 2014 tournament by reaching the last four on her main draw debut at Melbourne Park.The last British woman to make a grand slam semi-final was Jo Durie at the 1983 U.S.Open, while the last finalist was the 1977 Wimbledon champion Virginia Wade.Konta will bid to become the first British woman to reach the Australian Open final since Wade´s run to the 1972 title.Although Konta has reached lofty heights for British tennis, the quarter-final against Zhang failed to soar quite so high.Both players battled nerves and the Chinese qualifier came into the match fatigued after playing seven straight matches.Konta steadied first and rushed to a 5-2 lead before an attack of nerves nearly brought her undone.The Eastbourne resident crumbled with two double-faults when serving for the set and allowed Zhang to claw back to 5-4.As the first woman qualifier to reach the quarter-finals at Melbourne Park in nearly three decades, Zhang was never going to concede lightly.She saved five set points in an epic game before Konta ended the argument with a pair of booming first serves.The pair traded service breaks early in the second set before Konta roared to a 5-1 lead.Although struggling to muster the energy, Zhang battled to the end, saving two match points.But she was powerless to save the third when Konta hammered a shot into an obliging net-cord that gave the Chinese no chance. (Reuters) ",1/27/2016,Konta reaches Australian Open semis for first ti,sports
"MELBOURNE: Champion Novak Djokovic foiled a stirring fightback from Roger Federer to defeat the Swiss 6-1 6-2 3-6 6-3 at the Australian Open on Thursday and charge into a fifth successive grand slam final.</strongStorming to a two-set lead within an hour, Djokovic appeared destined to complete a stinging humiliation but the net-rushing Federer responded brilliantly in the third as a partisan crowd roared him on at a flood-lit Rod Laver Arena.In a fourth set rivened by tension, Djokovic broke Federer in the eighth game and served out the match to love in two hours and 19 minutes.The world number one will bid for a record sixth title at Melbourne Park in the professional era, and will meet the winner of second seed Andy Murray and 13th seed Milos Raonic who play in the second semi-final on Friday.",1/28/2016,Djokovic puts down Federer fightback to reach fi,sports
